analysis,winter,estimate,se,lcl,ucl
42bb14e253b0c40c90883ebf7f54bdf1850dda53,1993,1.79,0.4339,0.9392,2.64
42bb14e253b0c40c90883ebf7f54bdf1850dda53,1994,1.971,0.3556,1.274,2.668
42bb14e253b0c40c90883ebf7f54bdf1850dda53,1995,2.357,0.2729,1.822,2.892
42bb14e253b0c40c90883ebf7f54bdf1850dda53,1996,2.637,0.2511,2.145,3.129
42bb14e253b0c40c90883ebf7f54bdf1850dda53,1997,2.863,0.2427,2.387,3.339
42bb14e253b0c40c90883ebf7f54bdf1850dda53,1998,3.075,0.2381,2.608,3.542
42bb14e253b0c40c90883ebf7f54bdf1850dda53,1999,3.17,0.2356,2.708,3.632
42bb14e253b0c40c90883ebf7f54bdf1850dda53,2000,3.238,0.233,2.781,3.694
42bb14e253b0c40c90883ebf7f54bdf1850dda53,2001,3.153,0.2377,2.687,3.619
42bb14e253b0c40c90883ebf7f54bdf1850dda53,2002,3.111,0.2462,2.628,3.593
42bb14e253b0c40c90883ebf7f54bdf1850dda53,2003,3.047,0.2858,2.487,3.607
42bb14e253b0c40c90883ebf7f54bdf1850dda53,2004,3.267,0.2538,2.77,3.765
42bb14e253b0c40c90883ebf7f54bdf1850dda53,2005,3.468,0.2639,2.951,3.985
42bb14e253b0c40c90883ebf7f54bdf1850dda53,2006,3.981,0.2222,3.546,4.417
42bb14e253b0c40c90883ebf7f54bdf1850dda53,2007,4.245,0.227,3.8,4.69
42bb14e253b0c40c90883ebf7f54bdf1850dda53,2008,4.35,0.2247,3.91,4.791
42bb14e253b0c40c90883ebf7f54bdf1850dda53,2009,4.256,0.219,3.826,4.685
42bb14e253b0c40c90883ebf7f54bdf1850dda53,2010,4.135,0.2467,3.651,4.618
42bb14e253b0c40c90883ebf7f54bdf1850dda53,2011,4.268,0.2324,3.812,4.723
42bb14e253b0c40c90883ebf7f54bdf1850dda53,2012,4.561,0.2266,4.116,5.005
42bb14e253b0c40c90883ebf7f54bdf1850dda53,2013,4.241,0.292,3.669,4.813
42bb14e253b0c40c90883ebf7f54bdf1850dda53,2014,4.486,0.2152,4.064,4.907
42bb14e253b0c40c90883ebf7f54bdf1850dda53,2015,4.429,0.2309,3.976,4.881
42bb14e253b0c40c90883ebf7f54bdf1850dda53,2016,4.506,0.2418,4.032,4.979
42bb14e253b0c40c90883ebf7f54bdf1850dda53,2017,4.916,0.2332,4.459,5.373
42bb14e253b0c40c90883ebf7f54bdf1850dda53,2018,4.711,0.2195,4.281,5.141
42bb14e253b0c40c90883ebf7f54bdf1850dda53,2019,4.676,0.2165,4.251,5.1
42bb14e253b0c40c90883ebf7f54bdf1850dda53,2020,4.675,0.2131,4.257,5.093
42bb14e253b0c40c90883ebf7f54bdf1850dda53,2021,4.35,0.2773,3.807,4.894
42bb14e253b0c40c90883ebf7f54bdf1850dda53,2022,4.491,0.2253,4.049,4.932
42bb14e253b0c40c90883ebf7f54bdf1850dda53,2023,4.598,0.2236,4.16,5.037
42bb14e253b0c40c90883ebf7f54bdf1850dda53,2024,4.656,0.2518,4.162,5.149
50dc0b061af4bb256ec122f763e507a341e726e0,1993,0.5174,0.4026,-0.2717,1.307
50dc0b061af4bb256ec122f763e507a341e726e0,1994,0.7158,0.3463,0.03705,1.395
50dc0b061af4bb256ec122f763e507a341e726e0,1995,1.333,0.2442,0.8548,1.812
50dc0b061af4bb256ec122f763e507a341e726e0,1996,1.655,0.2385,1.188,2.123
50dc0b061af4bb256ec122f763e507a341e726e0,1997,2.085,0.2245,1.645,2.525
50dc0b061af4bb256ec122f763e507a341e726e0,1998,2.421,0.2199,1.99,2.852
50dc0b061af4bb256ec122f763e507a341e726e0,1999,2.565,0.2186,2.136,2.993
50dc0b061af4bb256ec122f763e507a341e726e0,2000,2.618,0.2183,2.19,3.046
50dc0b061af4bb256ec122f763e507a341e726e0,2001,2.619,0.22,2.188,3.051
50dc0b061af4bb256ec122f763e507a341e726e0,2002,2.654,0.216,2.231,3.077
50dc0b061af4bb256ec122f763e507a341e726e0,2003,2.549,0.232,2.095,3.004
50dc0b061af4bb256ec122f763e507a341e726e0,2004,2.698,0.2171,2.273,3.124
50dc0b061af4bb256ec122f763e507a341e726e0,2005,2.773,0.2153,2.351,3.195
50dc0b061af4bb256ec122f763e507a341e726e0,2006,2.691,0.2201,2.259,3.122
50dc0b061af4bb256ec122f763e507a341e726e0,2007,2.714,0.2148,2.293,3.135
50dc0b061af4bb256ec122f763e507a341e726e0,2008,2.642,0.2155,2.22,3.065
50dc0b061af4bb256ec122f763e507a341e726e0,2009,2.48,0.219,2.051,2.909
50dc0b061af4bb256ec122f763e507a341e726e0,2010,2.301,0.2295,1.851,2.751
50dc0b061af4bb256ec122f763e507a341e726e0,2011,2.166,0.2523,1.672,2.66
50dc0b061af4bb256ec122f763e507a341e726e0,2012,2.342,0.2487,1.855,2.83
50dc0b061af4bb256ec122f763e507a341e726e0,2013,2.353,0.2803,1.803,2.902
50dc0b061af4bb256ec122f763e507a341e726e0,2014,2.544,0.2775,2,3.087
50dc0b061af4bb256ec122f763e507a341e726e0,2015,2.445,0.2523,1.951,2.939
50dc0b061af4bb256ec122f763e507a341e726e0,2016,2.52,0.2939,1.944,3.096
50dc0b061af4bb256ec122f763e507a341e726e0,2017,2.434,0.2348,1.974,2.894
50dc0b061af4bb256ec122f763e507a341e726e0,2018,2.317,0.2299,1.866,2.768
50dc0b061af4bb256ec122f763e507a341e726e0,2019,2.368,0.2174,1.942,2.794
50dc0b061af4bb256ec122f763e507a341e726e0,2020,2.258,0.2173,1.832,2.684
50dc0b061af4bb256ec122f763e507a341e726e0,2021,1.987,0.2507,1.496,2.479
50dc0b061af4bb256ec122f763e507a341e726e0,2022,2.007,0.2281,1.56,2.454
50dc0b061af4bb256ec122f763e507a341e726e0,2023,1.957,0.241,1.484,2.429
50dc0b061af4bb256ec122f763e507a341e726e0,2024,2.058,0.259,1.551,2.566
88cd4f0f145693ca71294629b06fd62c5f292148,1993,1.97,0.3318,1.32,2.62
88cd4f0f145693ca71294629b06fd62c5f292148,1994,2.159,0.2695,1.63,2.687
88cd4f0f145693ca71294629b06fd62c5f292148,1995,2.345,0.2208,1.913,2.778
88cd4f0f145693ca71294629b06fd62c5f292148,1996,2.525,0.1875,2.158,2.893
88cd4f0f145693ca71294629b06fd62c5f292148,1997,2.695,0.1677,2.366,3.023
88cd4f0f145693ca71294629b06fd62c5f292148,1998,2.852,0.1566,2.545,3.159
88cd4f0f145693ca71294629b06fd62c5f292148,1999,2.996,0.15,2.702,3.29
88cd4f0f145693ca71294629b06fd62c5f292148,2000,3.128,0.1464,2.841,3.415
88cd4f0f145693ca71294629b06fd62c5f292148,2001,3.252,0.146,2.966,3.539
88cd4f0f145693ca71294629b06fd62c5f292148,2002,3.373,0.1479,3.083,3.663
88cd4f0f145693ca71294629b06fd62c5f292148,2003,3.495,0.1492,3.203,3.788
88cd4f0f145693ca71294629b06fd62c5f292148,2004,3.622,0.1474,3.333,3.911
88cd4f0f145693ca71294629b06fd62c5f292148,2005,3.751,0.1436,3.469,4.032
88cd4f0f145693ca71294629b06fd62c5f292148,2006,3.879,0.1407,3.603,4.154
88cd4f0f145693ca71294629b06fd62c5f292148,2007,3.998,0.1407,3.722,4.274
88cd4f0f145693ca71294629b06fd62c5f292148,2008,4.104,0.1417,3.826,4.382
88cd4f0f145693ca71294629b06fd62c5f292148,2009,4.196,0.1423,3.917,4.475
88cd4f0f145693ca71294629b06fd62c5f292148,2010,4.277,0.1423,3.998,4.556
88cd4f0f145693ca71294629b06fd62c5f292148,2011,4.35,0.1421,4.071,4.628
88cd4f0f145693ca71294629b06fd62c5f292148,2012,4.415,0.1416,4.137,4.692
88cd4f0f145693ca71294629b06fd62c5f292148,2013,4.47,0.1408,4.194,4.746
88cd4f0f145693ca71294629b06fd62c5f292148,2014,4.521,0.1397,4.247,4.794
88cd4f0f145693ca71294629b06fd62c5f292148,2015,4.565,0.1383,4.294,4.836
88cd4f0f145693ca71294629b06fd62c5f292148,2016,4.603,0.1369,4.335,4.872
88cd4f0f145693ca71294629b06fd62c5f292148,2017,4.635,0.1362,4.368,4.902
88cd4f0f145693ca71294629b06fd62c5f292148,2018,4.654,0.1369,4.386,4.923
88cd4f0f145693ca71294629b06fd62c5f292148,2019,4.666,0.1407,4.39,4.941
88cd4f0f145693ca71294629b06fd62c5f292148,2020,4.671,0.1495,4.378,4.964
88cd4f0f145693ca71294629b06fd62c5f292148,2021,4.673,0.1647,4.35,4.996
88cd4f0f145693ca71294629b06fd62c5f292148,2022,4.677,0.1865,4.312,5.043
88cd4f0f145693ca71294629b06fd62c5f292148,2023,4.683,0.2168,4.258,5.108
88cd4f0f145693ca71294629b06fd62c5f292148,2024,4.69,0.2583,4.184,5.196
8a6630e106a80238c177e9f8795cb5388bb2b58a,1993,0.29,0.3792,-0.4532,1.033
8a6630e106a80238c177e9f8795cb5388bb2b58a,1994,0.764,0.2713,0.2322,1.296
8a6630e106a80238c177e9f8795cb5388bb2b58a,1995,1.231,0.1971,0.8444,1.617
8a6630e106a80238c177e9f8795cb5388bb2b58a,1996,1.651,0.1643,1.329,1.973
8a6630e106a80238c177e9f8795cb5388bb2b58a,1997,2.015,0.1573,1.706,2.323
8a6630e106a80238c177e9f8795cb5388bb2b58a,1998,2.302,0.1576,1.993,2.611
8a6630e106a80238c177e9f8795cb5388bb2b58a,1999,2.503,0.1552,2.199,2.807
8a6630e106a80238c177e9f8795cb5388bb2b58a,2000,2.628,0.1509,2.332,2.924
8a6630e106a80238c177e9f8795cb5388bb2b58a,2001,2.697,0.1482,2.406,2.987
8a6630e106a80238c177e9f8795cb5388bb2b58a,2002,2.73,0.1479,2.44,3.019
8a6630e106a80238c177e9f8795cb5388bb2b58a,2003,2.74,0.148,2.45,3.03
8a6630e106a80238c177e9f8795cb5388bb2b58a,2004,2.744,0.1454,2.459,3.029
8a6630e106a80238c177e9f8795cb5388bb2b58a,2005,2.734,0.1428,2.454,3.014
8a6630e106a80238c177e9f8795cb5388bb2b58a,2006,2.7,0.1416,2.422,2.977
8a6630e106a80238c177e9f8795cb5388bb2b58a,2007,2.649,0.1414,2.372,2.926
8a6630e106a80238c177e9f8795cb5388bb2b58a,2008,2.58,0.1441,2.297,2.862
8a6630e106a80238c177e9f8795cb5388bb2b58a,2009,2.5,0.152,2.202,2.798
8a6630e106a80238c177e9f8795cb5388bb2b58a,2010,2.43,0.1646,2.107,2.752
8a6630e106a80238c177e9f8795cb5388bb2b58a,2011,2.389,0.1761,2.044,2.735
8a6630e106a80238c177e9f8795cb5388bb2b58a,2012,2.39,0.1824,2.033,2.748
8a6630e106a80238c177e9f8795cb5388bb2b58a,2013,2.411,0.1876,2.043,2.779
8a6630e106a80238c177e9f8795cb5388bb2b58a,2014,2.44,0.1907,2.067,2.814
8a6630e106a80238c177e9f8795cb5388bb2b58a,2015,2.451,0.1908,2.077,2.825
8a6630e106a80238c177e9f8795cb5388bb2b58a,2016,2.447,0.1882,2.078,2.816
8a6630e106a80238c177e9f8795cb5388bb2b58a,2017,2.415,0.1772,2.067,2.762
8a6630e106a80238c177e9f8795cb5388bb2b58a,2018,2.362,0.1656,2.038,2.687
8a6630e106a80238c177e9f8795cb5388bb2b58a,2019,2.299,0.1576,1.99,2.608
8a6630e106a80238c177e9f8795cb5388bb2b58a,2020,2.218,0.1555,1.914,2.523
8a6630e106a80238c177e9f8795cb5388bb2b58a,2021,2.131,0.1591,1.819,2.443
8a6630e106a80238c177e9f8795cb5388bb2b58a,2022,2.061,0.1657,1.737,2.386
8a6630e106a80238c177e9f8795cb5388bb2b58a,2023,2.008,0.1871,1.641,2.374
8a6630e106a80238c177e9f8795cb5388bb2b58a,2024,1.968,0.2412,1.495,2.44
