analysis,winter,estimate,se,lcl,ucl
1828d6cf23875009ae373775f73d739e6be25739,2000,-0.1842,0.6212,-1.402,1.033
1828d6cf23875009ae373775f73d739e6be25739,2001,-0.3055,0.5175,-1.32,0.7088
1828d6cf23875009ae373775f73d739e6be25739,2002,-0.6095,0.5013,-1.592,0.373
1828d6cf23875009ae373775f73d739e6be25739,2003,-0.865,0.5142,-1.873,0.1428
1828d6cf23875009ae373775f73d739e6be25739,2004,-1.017,0.5176,-2.031,-0.002127
1828d6cf23875009ae373775f73d739e6be25739,2005,-1.058,0.5063,-2.05,-0.06557
1828d6cf23875009ae373775f73d739e6be25739,2006,-1.138,0.4976,-2.114,-0.1632
1828d6cf23875009ae373775f73d739e6be25739,2007,-1.186,0.5048,-2.175,-0.1963
1828d6cf23875009ae373775f73d739e6be25739,2008,-1.217,0.5238,-2.244,-0.1906
1828d6cf23875009ae373775f73d739e6be25739,2009,-1.018,0.4767,-1.952,-0.08348
1828d6cf23875009ae373775f73d739e6be25739,2010,-0.7324,0.4194,-1.554,0.08963
1828d6cf23875009ae373775f73d739e6be25739,2011,-0.06816,0.3257,-0.7065,0.5702
1828d6cf23875009ae373775f73d739e6be25739,2012,0.08518,0.3089,-0.5203,0.6906
1828d6cf23875009ae373775f73d739e6be25739,2013,0.2148,0.3078,-0.3884,0.818
1828d6cf23875009ae373775f73d739e6be25739,2014,0.3381,0.299,-0.2479,0.9241
1828d6cf23875009ae373775f73d739e6be25739,2015,0.342,0.3008,-0.2476,0.9316
1828d6cf23875009ae373775f73d739e6be25739,2016,0.061,0.3047,-0.5362,0.6582
1828d6cf23875009ae373775f73d739e6be25739,2017,-0.2879,0.3548,-0.9833,0.4074
1828d6cf23875009ae373775f73d739e6be25739,2018,-0.4326,0.384,-1.185,0.3201
1828d6cf23875009ae373775f73d739e6be25739,2019,-0.2665,0.344,-0.9407,0.4077
1828d6cf23875009ae373775f73d739e6be25739,2020,-0.2438,0.3539,-0.9374,0.4498
1828d6cf23875009ae373775f73d739e6be25739,2021,0.008247,0.371,-0.7189,0.7354
712daf9bbab44e9dbf2f9ad0142758d69e1f0c6c,2000,-0.09002,0.6629,-1.389,1.209
712daf9bbab44e9dbf2f9ad0142758d69e1f0c6c,2001,-0.3539,0.5059,-1.345,0.6376
712daf9bbab44e9dbf2f9ad0142758d69e1f0c6c,2002,-0.6164,0.4345,-1.468,0.2353
712daf9bbab44e9dbf2f9ad0142758d69e1f0c6c,2003,-0.8489,0.4273,-1.686,-0.01141
712daf9bbab44e9dbf2f9ad0142758d69e1f0c6c,2004,-1.027,0.4459,-1.901,-0.153
712daf9bbab44e9dbf2f9ad0142758d69e1f0c6c,2005,-1.138,0.4634,-2.046,-0.2295
712daf9bbab44e9dbf2f9ad0142758d69e1f0c6c,2006,-1.182,0.4692,-2.101,-0.2619
